,budget,genres,popularity,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,Number_Genres
2750,13200000,Crime,24.656067999999998,Will Packer Productions,2014-09-10,53830415,83.0,No Good Deed,5.6,181,2
2751,18000000,Science Fiction,37.104353,Darkwoods Productions,2007-11-21,57096190,126.0,The Mist,6.7,1399,3
2752,15000000,Drama,95.130041,DNA Films,2015-01-21,36869414,108.0,Ex Machina,7.6,4737,2
2753,13000000,Fantasy,27.546914,Gramercy Pictures,1999-09-30,22863596,112.0,Being John Malkovich,7.3,1101,3
2754,6000000,Comedy,2.2721299999999998,Screen Gems,2001-09-07,0,90.0,Two Can Play That Game,6.6,17,2
2755,13000000,Family,17.371326999999997,Walt Disney Studios Motion Pictures,2014-06-14,45300000,89.0,Earth to Echo,5.7,290,3
2756,13000000,Drama,6.130096,Touchstone Pictures,2001-06-29,16929123,99.0,Crazy/Beautiful,6.6,96,2
2757,19000000,Action,24.472479999999997,DreamWorks SKG,2006-12-19,68673228,141.0,Letters from Iwo Jima,7.2,541,4
2758,13000000,Adventure,6.764436999999999,Polish Brothers Construction,2006-10-15,11130889,104.0,The Astronaut Farmer,6.2,123,4
2759,13000000,Comedy,1.750054,New Line Cinema,1998-05-08,8026971,84.0,Woo,5.5,10,2
2760,6000000,Drama,66.11334000000001,T\u00e9l\u00e9film Canada,2015-10-16,35401758,117.0,Room,8.1,2757,2
2761,0,Comedy,9.066881,Robert Simonds Productions,1998-06-12,0,82.0,Dirty Work,6.5,66,1
2762,13000000,Comedy,6.170139,Savoy Pictures,1994-04-13,7820688,95.0,Serial Mom,6.4,135,4
2763,13000000,Comedy,4.7425370000000004,Columbia Pictures,1999-08-04,27500000,94.0,Dick,5.7,67,1
2764,0,Drama,1.212956,,1999-11-04,0,99.0,Light It Up,6.6,7,2
2765,13000000,Music,11.880899000000001,Redeemable Features,1998-08-28,16757163,106.0,54,5.5,135,2
2766,0,Adventure,10.131122999999999,Touchstone Pictures,2001-08-24,0,84.0,Bubble Boy,5.1,163,4
2767,13000000,Comedy,5.831302,HAL Films,2001-09-06,0,93.0,Birthday Girl,6.1,103,3
2768,13000000,Comedy,35.522027,Relativity Media,2013-03-01,48065672,93.0,21 & Over,5.7,737,1
2769,13000000,Drama,10.573191,Filmazure,2006-05-16,4857367,120.0,"Paris, je t'aime",6.8,207,2
2770,0,Drama,4.898437,Battleplan Productions,2007-06-14,0,112.0,Resurrecting the Champ,5.9,60,1
2771,13000000,Comedy,17.632445999999998,Focus Features,2013-03-21,18000000,107.0,Admission,5.4,304,3
2772,0,Romance,1.7800650000000002,Cin\u00e9maginaire Inc.,2000-01-01,0,112.0,The Widow of Saint-Pierre,6.7,11,2
2773,15000000,Drama,26.373864,StudioCanal,2009-03-25,8459458,96.0,Chloe,5.9,498,3
2774,13000000,Comedy,1.6473349999999998,New Line Cinema,1996-04-03,9789900,91.0,Faithful,4.8,4,3
2775,13000000,Drama,12.321302000000001,Yari Film Group,2006-03-16,2636637,125.0,Find Me Guilty,6.5,138,4
2776,13000000,Drama,43.444134999999996,Summit Entertainment,2012-09-20,33400000,102.0,The Perks of Being a Wallflower,7.7,2968,2
2777,3000000,Action,1.2791059999999999,New Line Cinema,1993-05-14,1200000,87.0,Excessive Force,4.5,10,1
2778,13000000,Drama,3.6808959999999997,Killer Films,2006-11-16,1151330,110.0,Infamous,6.4,60,1
2779,0,Drama,2.996284,Revolution Films,2000-12-29,0,120.0,The Claim,5.6,17,3
2780,13000000,Thriller,10.475368,Lakeshore Entertainment,2015-07-24,1784763,91.0,The Vatican Tapes,4.6,243,2
2781,14350531,Action,30.952377000000002,UK Film Council,2011-05-12,3964682,88.0,Attack the Block,6.3,733,3
2782,10000000,Drama,4.267466000000001,FilmDistrict,2011-12-23,303877,127.0,In the Land of Blood and Honey,5.8,45,3
2783,13000000,Crime,34.532418,TriStar Pictures,2013-03-14,68572378,94.0,The Call,6.6,1257,2
2784,0,History,6.116436,Taewon Entertainment,2016-07-27,0,110.0,Operation Chromite,5.8,29,4
2785,0,Family,1.7149720000000002,Cheyenne Enterprises,2002-07-26,33082548,90.0,The Crocodile Hunter: Collision Course,5.3,34,3
2786,13000000,Comedy,19.664699,EuropaCorp,2009-01-18,10652035,98.0,I Love You Phillip Morris,6.4,503,3
2787,12000000,Adventure,6.537986,Belstar Productions,1981-12-15,55260558,100.0,Quest for Fire,7.1,109,2
2788,12500000,Drama,13.349012,Fox Searchlight Pictures,2002-12-19,23367586,120.0,Antwone Fisher,6.7,137,2
2789,0,Drama,6.796079,Universal Pictures,2002-11-22,0,108.0,The Emperor's Club,6.9,96,2
2790,12500000,Action,35.268557,Davis-Films,1993-09-09,12281551,120.0,True Romance,7.5,749,4
2791,3100000,Romance,7.453347,Razor Film Produktion GmbH,2010-07-15,0,111.0,Womb,5.9,92,2
2792,12500000,Crime,13.939054,New Line Cinema,1992-09-15,10725228,100.0,Glengarry Glen Ross,7.5,323,3
2793,13000000,Crime,11.892615,Revolution Films,2010-02-19,0,109.0,The Killer Inside Me,6.0,173,3
2794,0,Drama,5.69872,Universal Pictures,1982-04-02,0,118.0,Cat People,6.0,94,4
2795,12500000,Horror,8.780512,Summit Entertainment,2009-09-09,27206120,101.0,Sorority Row,5.4,177,3
2796,0,Adventure,4.021389,United Artists,1937-09-03,0,101.0,The Prisoner of Zenda,8.4,11,3
2797,12000000,Comedy,15.817096,Sidney Kimmel Entertainment,2007-10-12,11293663,106.0,Lars and the Real Girl,7.1,509,3
2798,12500000,War,34.821222999999996,Miramax Films,2008-05-07,20416563,94.0,The Boy in the Striped Pyjamas,7.7,1451,2
2799,12800000,Drama,22.022228,Fine Line Features,2000-05-17,40031879,140.0,Dancer in the Dark,7.6,377,3
2800,0,Drama,0.13938399999999998,Fox Searchlight Pictures,1997-12-31,0,132.0,Oscar and Lucinda,6.2,25,2
2801,12500000,Crime,2.950618,C&P Productions,1996-01-26,1227324,99.0,The Funeral,7.3,31,2
2802,15000000,Comedy,7.497306,Smartest Man Productions,2009-09-07,5024782,90.0,Solitary Man,5.8,84,3
2803,20000000,Action,26.396190999999998,Dune Entertainment,2010-09-01,31327899,105.0,Machete,6.3,1150,3
2804,12500000,Crime,6.546037,An Olive Branch Productions,2010-09-16,1083683,108.0,Casino Jack,6.0,94,3
2805,12300000,Animation,28.670192999999998,Lucasfilm,1988-11-18,84460846,69.0,The Land Before Time,7.0,640,3
2806,0,Action,9.572705000000001,Showbox Entertainment,2004-02-05,15,140.0,Tae Guk Gi: The Brotherhood of War,7.4,133,5
2807,12500000,Drama,0.9035290000000001,HighRoad Entertainment,2010-04-01,3878993,118.0,The Perfect Game,6.3,30,2
2808,8000000,Drama,47.584643,Warner Bros.,1973-12-26,441306145,122.0,The Exorcist,7.5,2005,3
2809,7000000,Horror,50.152327,Universal Pictures,1975-06-18,470654000,124.0,Jaws,7.5,2542,3
2810,11000000,Comedy,60.767168000000005,Universal Pictures,1999-07-09,235483004,95.0,American Pie,6.4,2296,2
2811,12516654,Animation,11.103202,StudioCanal,2012-12-12,8109160,78.0,Ernest & Celestine,7.6,142,4
2812,25000000,Action,15.262129999999999,Paramount Pictures,1986-12-12,79817939,94.0,The Golden Child,5.6,304,3
2813,12000000,Comedy,6.035152,Rainforest Films,2012-04-16,96070507,122.0,Think Like a Man,6.9,281,2
2814,12000000,Comedy,10.297189,Metro-Goldwyn-Mayer (MGM),2002-04-01,75781642,102.0,Barbershop,6.2,137,2
2815,12000000,Action,22.434102,Paramount Pictures,1982-06-03,96800000,113.0,Star Trek II: The Wrath of Khan,7.3,675,4
2816,15000000,Comedy,41.249004,Warner Bros.,1994-02-04,107217396,86.0,Ace Ventura: Pet Detective,6.4,1648,2
2817,12000000,Thriller,23.161754000000002,United Artists,1983-06-03,79567667,114.0,WarGames,7.0,504,2
2818,12000000,Crime,19.195399,Paramount Pictures,1985-02-08,68706993,113.0,Witness,7.0,375,4
2819,12000000,Action,21.958054999999998,Relativity Media,2012-02-24,81272766,110.0,Act of Valor,6.3,417,3
2820,12000000,Music,45.477802000000004,Summit Entertainment,2006-08-11,114194847,104.0,Step Up,6.7,1060,4
2821,12000000,Animation,12.60629,Paramount Pictures,1996-12-15,0,81.0,Beavis and Butt-Head Do America,6.5,168,2
2822,12000000,Comedy,40.631671000000004,Miramax Films,1997-12-24,39673162,154.0,Jackie Brown,7.3,1514,3
2823,12000000,Comedy,26.219597999999998,New Line Cinema,2008-04-25,43493123,107.0,Harold & Kumar Escape from Guantanamo Bay,6.2,497,2
2824,15000000,Science Fiction,64.504747,Twentieth Century Fox Film Corporation,2012-02-01,145000000,84.0,Chronicle,6.6,1935,3
2825,12000000,Music,3.389249,United Artists,1983-11-18,30400000,132.0,Yentl,6.2,51,3
2826,5000000,Family,14.779537,Handmade Films Ltd.,1981-07-13,42365581,116.0,Time Bandits,6.6,249,5
2827,12000000,Action,6.7033190000000005,Paramount Pictures,2002-02-15,61141030,93.0,Crossroads,4.7,158,7
2828,12000000,Comedy,49.070321,Silver Pictures,2012-03-01,100000000,88.0,Project X,6.5,1564,2
2829,12000000,Drama,21.933822,Twentieth Century Fox Film Corporation,1970-01-25,89800000,172.0,Patton,7.3,323,3
2830,12000000,Horror,20.624896,Fox Searchlight Pictures,2002-08-21,52223306,96.0,One Hour Photo,6.6,435,2
2831,12000000,Horror,8.083995,Vertigo Entertainment,2008-10-10,40855419,89.0,Quarantine,5.5,339,3
2832,12000000,Drama,11.135734,Paramount Vantage,2008-02-01,56309766,98.0,The Eye,5.5,281,3
2833,12000000,Comedy,4.623609,Fox Searchlight Pictures,2004-04-07,31179516,97.0,Johnson Family Vacation,4.7,30,2
2834,12000000,Comedy,11.510280999999999,Universal Pictures,2001-12-21,31155435,93.0,How High,6.3,218,1
2835,0,Comedy,15.085981,Walt Disney Pictures,1992-12-10,27281507,85.0,The Muppet Christmas Carol,7.2,212,4
2836,12000000,Drama,18.422327,Miramax Films,2002-08-29,56298474,123.0,Frida,7.3,383,2
2837,12000000,Documentary,8.410688,Paramount Pictures,2012-06-28,32726956,93.0,Katy Perry: Part of Me,6.5,85,2
2838,12000000,Romance,74.358971,Fox 2000 Pictures,2014-05-16,307166834,125.0,The Fault in Our Stars,7.6,3759,2
2839,12000000,Drama,18.422007999999998,Miramax Films,1998-09-11,22921898,121.0,Rounders,6.9,439,2
2840,0,Drama,15.896312,Paramount Pictures,2014-12-12,25434291,102.0,Top Five,6.3,210,2
2841,12000000,Horror,8.616589999999999,Paramount Pictures,1979-01-01,54000000,102.0,Prophecy,5.4,25,2
2842,12000000,Horror,6.044161,Artisan Entertainment,1999-09-10,21133087,99.0,Stir of Echoes,6.5,330,3
2843,12000000,Drama,29.019503999999998,BBC Films,2013-11-01,100129872,98.0,Philomena,7.4,579,1
2844,0,Comedy,6.2464,New Line Cinema,2005-01-23,0,118.0,The Upside of Anger,6.4,72,2
2845,0,Horror,5.315213,Producers Circle,1978-10-05,0,125.0,The Boys from Brazil,6.6,101,4
2846,12000000,Fantasy,16.931846,Fox 2000 Pictures,2006-03-03,23006849,104.0,Aquamarine,5.8,364,4
2847,12000000,Drama,64.610671,Fox 2000 Pictures,2015-06-18,85512300,109.0,Paper Towns,6.1,1937,3
2848,0,Comedy,4.480167,,2004-01-09,51,86.0,My Baby's Daddy,4.3,15,1
2849,12000000,Drama,29.223881,Paramount Vantage,2013-09-21,17654912,115.0,Nebraska,7.4,636,2
2850,0,Horror,7.710797,Universal Pictures,1995-01-13,0,92.0,Tales from the Crypt: Demon Knight,6.7,94,3
2851,12000000,Comedy,1.0818219999999998,Walt Disney Pictures,2001-10-05,17292381,86.0,Max Keeble's Big Move,5.4,33,4
2852,12000000,Comedy,16.183746,Paramount Pictures,2011-12-16,22939027,94.0,Young Adult,5.6,364,2
2853,12000000,Action,47.992816999999995,Lions Gate Films,2006-08-31,42931041,88.0,Crank,6.6,1151,3
2854,0,Comedy,1.20245,Island Pictures,1997-08-06,13960203,93.0,Def Jam's How to Be a Player,5.3,8,2
2855,12000000,Comedy,0.700792,New Line Cinema,1998-10-30,12902790,100.0,Living Out Loud,5.3,11,3
2856,0,Comedy,10.409253,Fox Searchlight Pictures,2010-05-14,21520719,100.0,Just Wright,6.1,99,3
2857,0,Drama,14.345428,Clinica Estetico,2008-10-03,0,113.0,Rachel Getting Married,6.1,163,1
2858,12000000,Romance,6.803763000000001,Lorimar Film Entertainment,1981-03-20,0,122.0,The Postman Always Rings Twice,6.4,110,3
2859,0,Drama,19.944479,Wild Bear Films,2003-08-31,31466789,101.0,Girl with a Pearl Earring,6.4,377,2
2860,14000000,Action,26.967494,Radiant Film GmbH,1981-09-16,85000000,149.0,Das Boot,7.9,613,5
2861,12000000,Comedy,3.4445419999999998,Touchstone Pictures,2002-03-22,0,93.0,Sorority Boys,4.6,47,1
2862,0,Comedy,74.81764100000001,Working Title Films,2013-08-16,87100449,123.0,About Time,7.8,2067,3
2863,0,Adventure,21.064082,Beijing New Picture Film Co. Ltd.,2004-05-19,92863945,119.0,House of Flying Daggers,7.1,439,4
2864,12000000,Drama,16.40512,Lionsgate,2012-09-14,35485056,100.0,Arbitrage,6.1,294,2
2865,12000000,Science Fiction,32.940597,Paramount Pictures,2015-01-30,32248241,106.0,Project Almanac,6.4,933,2
2866,12000000,Drama,13.427427,Parkwood Entertainment,2008-12-05,0,109.0,Cadillac Records,6.9,86,3
2867,0,Action,5.359381,Universal Pictures,2000-05-12,0,81.0,Screwed,4.9,23,2
2868,8000000,Action,8.708229,Village Roadshow Pictures,1992-09-30,6739141,95.0,Fortress,5.7,168,3
2869,12000000,Comedy,4.3304279999999995,Shangri-La Entertainment,2006-11-22,5542025,86.0,For Your Consideration,5.9,43,2
2870,0,Drama,7.594593,Sweetland Films,1998-09-07,0,113.0,Celebrity,6.0,111,2
2871,12000000,Drama,4.770194999999999,TriStar Pictures,2006-10-27,6754898,116.0,Running with Scissors,5.8,78,2
2872,12000000,Comedy,1.623338,19 Entertainment,2003-06-20,4922166,90.0,From Justin to Kelly,3.0,23,2
2873,12000000,Comedy,2.993939,Fox Searchlight Pictures,1996-03-22,4939939,108.0,Girl 6,5.7,16,1
2874,12000000,Mystery,10.536092,Pathe Productions,2003-09-09,23,119.0,In the Cut,4.6,89,2
2875,12000000,Drama,8.290636,2929 Productions,2008-11-19,3148182,110.0,Two Lovers,6.6,154,2
2876,0,Comedy,3.6038419999999998,Scala Productions,2001-09-10,0,109.0,Last Orders,6.0,22,2
2877,11000000,Horror,27.65527,Cineclick Asia,2006-07-27,88489643,119.0,The Host,6.7,537,3
2878,0,Adventure,1.379643,,1981-11-13,0,100.0,The Pursuit of D.B. Cooper,6.8,4,3
2879,12000000,Comedy,9.164386,Twentieth Century Fox Film Corporation,1999-03-16,0,100.0,Ravenous,6.9,141,4
2880,12000000,Comedy,9.779444,Metro-Goldwyn-Mayer (MGM),2008-02-22,0,97.0,Charlie Bartlett,6.5,225,2
2881,12400000,Comedy,32.523573,France 2 Cin\u00e9ma,2013-05-21,8371085,142.0,The Great Beauty,7.3,720,2
2882,0,Comedy,2.2488799999999998,Egg Pictures,2002-06-14,0,104.0,The Dangerous Lives of Altar Boys,6.4,53,2
2883,12000000,Drama,27.322212,Fox Searchlight Pictures,2013-02-28,12077441,99.0,Stoker,6.5,882,3
2884,12000000,Fantasy,12.664786999999999,Paradis Films,2004-05-20,19271312,129.0,2046,6.9,206,4
2885,12000000,Crime,3.004432,Sidney Kimmel Entertainment,2007-09-12,0,90.0,Married Life,6.1,38,3
2886,12000000,Adventure,4.795244,John Wells Productions,2005-04-22,0,100.0,Duma,6.9,41,3
2887,12000000,Drama,5.841285,Octagon Films,2009-09-14,1644755,111.0,Ondine,6.5,84,2
2888,12000000,Crime,5.327714,Bandai Visual Company,2000-09-09,15250000,114.0,Brother,6.8,107,3
2889,1200000,Comedy,3.582733,Section Eight,2002-05-24,0,86.0,Welcome to Collinwood,6.2,50,1
2890,0,Comedy,2.678715,Live Entertainment,1997-10-31,0,107.0,Critical Care,6.1,9,2
2891,8000000,Thriller,9.728143,2929 Productions,2007-09-08,0,90.0,The Life Before Her Eyes,6.1,88,3
2892,0,Drama,2.303865,Kasdan Pictures,2012-04-20,0,103.0,Darling Companion,5.3,22,2
2893,12000000,Drama,11.237374,Centropolis Film Productions,2007-01-23,0,120.0,Trade,6.8,67,2
2894,0,War,1.906807,,2005-02-10,0,140.0,Fateless,6.5,28,2
2895,12000000,Comedy,2.695896,Hollywood Pictures,1999-02-13,0,110.0,Breakfast of Champions,5.2,28,1
2896,0,Comedy,1.416796,Beijing New Picture Film Co. Ltd.,2009-12-11,0,95.0,"A Woman, a Gun and a Noodle Shop",4.8,13,3
2897,7500000,Thriller,11.636883000000001,Miramax Films,2002-10-01,0,95.0,Cypher,6.7,192,3
2898,12000000,Drama,4.793348,Media Asia Films,2009-04-22,10652498,132.0,City of Life and Death,7.6,55,3
2899,19000000,Animation,0.7386520000000001,,2011-01-01,2570000,89.0,Legend of a Rabbit,3.0,3,5
2900,12000000,Science Fiction,5.158067,Tokyo Broadcasting System (TBS),2010-12-01,11212294,131.0,Space Battleship Yamato,6.3,59,1
2901,20000000,War,5.727602,Midnight Sun Pictures,2011-04-14,17479,113.0,5 Days of War,5.8,62,2
2902,12000000,Horror,25.496926000000002,Dan Films,2009-10-16,0,99.0,Triangle,6.9,612,1
2903,1200000,Drama,0.489271,,2015-11-20,0,111.0,10 Days in a Madhouse,4.3,5,1
2904,12000000,Drama,11.150261,TriStar Pictures,2014-04-16,101332962,99.0,Heaven is for Real,6.0,229,1
2905,10000000,Thriller,53.595686,Columbia Pictures Corporation,2000-09-01,83557872,103.0,Snatch,7.7,2912,2
2906,0,Drama,0.18623399999999998,,2015-10-16,0,89.0,Dancin' It's On,4.3,2,2
2907,11500000,Drama,20.747994,Paramount Pictures,1989-04-21,57469467,103.0,Pet Sematary,6.4,407,2
2908,0,Drama,2.930853,Tokuma Shoten,1993-04-17,0,134.0,Madadayo,7.5,20,1
2909,11500000,Drama,4.75919,MACT Productions,2009-02-07,0,101.0,The Cry of the Owl,5.5,29,1
2910,0,Drama,0.753362,Huayi Brothers,2015-08-28,0,130.0,A Tale of Three Cities,6.3,5,3
2911,11000000,Fantasy,45.072136,Amblin Entertainment,1984-06-07,153083102,106.0,Gremlins,6.9,1596,3
2912,11000000,Adventure,126.393695,Lucasfilm,1977-05-25,775398007,121.0,Star Wars,8.1,6624,3
2913,11500000,Comedy,56.805781,Lionsgate,2016-01-21,94073028,102.0,Dirty Grandpa,5.7,1406,1
2914,11000000,Drama,12.854853,Metro-Goldwyn-Mayer (MGM),1965-12-22,111858363,197.0,Doctor Zhivago,7.4,247,3
2915,0,Adventure,14.637357000000002,O2 Filmes,2014-10-09,0,112.0,Trash,7.1,242,4
2916,0,Comedy,21.801188,Walt Disney Pictures,2008-10-22,0,116.0,High School Musical 3: Senior Year,6.2,821,5
2917,25000000,Drama,31.019381,Paramount Pictures,2010-12-17,93617009,116.0,The Fighter,7.2,1486,1
2918,11000000,Action,11.227087,Paramount Pictures,2006-09-22,72778712,95.0,Jackass Number Two,6.4,298,3
2919,11000000,Comedy,19.231507,Twentieth Century Fox Film Corporation,1992-03-13,64088552,120.0,My Cousin Vinny,7.3,384,2
2920,11000000,Drama,31.162838,New Line Cinema,2014-08-21,78874843,106.0,If I Stay,7.3,1368,1
2921,12000000,Action,3.94487,Odyssey Media,2014-05-26,0,96.0,Drive Hard,3.9,74,3
2922,11000000,Comedy,7.5591919999999995,Paramount Pictures,1989-02-16,49797148,107.0,Major League,6.6,217,1
2923,0,Comedy,7.377586999999999,Ealing Studios,2007-12-21,0,101.0,St. Trinian's,5.6,142,3
2924,13000000,Thriller,38.018085,Fox 2000 Pictures,2002-09-09,97837138,81.0,Phone Booth,6.7,1062,2
2925,11000000,Drama,33.283553999999995,DiNovi Pictures,2002-01-25,41227069,101.0,A Walk to Remember,7.5,1018,2
2926,11000000,Drama,15.864927999999999,Havoc,1995-12-29,39363635,122.0,Dead Man Walking,7.3,337,1
2927,10500000,Drama,23.449703,Columbia Pictures,1999-03-05,75902208,97.0,Cruel Intentions,6.6,827,3
2928,11000000,Horror,31.900899,Lionsgate,2009-10-22,68233629,90.0,Saw VI,6.0,722,2
2929,11000000,Comedy,14.282314000000001,Twentieth Century Fox Film Corporation,1981-06-12,31672907,92.0,History of the World: Part I,6.5,204,1
2930,11000000,Adventure,7.645979,Fox Searchlight Pictures,2008-09-17,38105395,114.0,The Secret Life of Bees,7.4,158,1
2931,11000000,Action,3.4957580000000004,Robert Simonds Productions,2001-10-12,23978402,86.0,Corky Romano,4.1,54,3
2932,12000000,Drama,7.558959,Universal Pictures,1992-08-07,37170057,91.0,Raising Cain,5.9,65,4
2933,11,Drama,3.375208,United Artists,1978-04-26,11,145.0,F.I.S.T.,6.4,29,2
2934,12000000,Science Fiction,4.234269,Cannon Pictures,1986-01-01,4884663,100.0,Invaders from Mars,5.5,57,1
2935,11000000,Drama,39.337949,Wildgaze Films,2015-10-20,62076141,111.0,Brooklyn,7.2,1213,2
2936,11000000,Drama,29.543331,Hawk Films,1975-12-18,20000000,184.0,Barry Lyndon,7.7,505,3
2937,24000000,Comedy,4.12064,Spyglass Entertainment,2001-11-21,14782676,89.0,Out Cold,5.8,53,1
2938,24000000,Comedy,2.259537,SNL Studios,2000-10-13,13700000,84.0,The Ladies Man,5.7,34,1
2939,11000000,Drama,7.722021000000001,BBC Films,2012-09-08,59520298,98.0,Quartet,6.3,139,3
2940,11000000,Comedy,7.063053,Columbia Pictures,2001-03-30,23430766,95.0,Tomcats,4.9,74,2
2941,11000000,Drama,16.003957999999997,Cinerenta Medienbeteiligungs KG,2001-11-17,13110448,100.0,Frailty,7.0,334,3
2942,11000000,Drama,21.204929,BBC Films,2015-04-10,61619773,120.0,Woman in Gold,7.3,440,1
2943,0,Drama,6.799314,Fox Searchlight Pictures,2004-09-04,0,118.0,Kinsey,6.6,131,1
2944,11000000,Fantasy,33.758281,Universal Pictures,1992-10-09,0,81.0,Army of Darkness,7.3,838,3
2945,14000000,Comedy,9.371811,Sony Pictures,2002-02-01,6413915,86.0,Slackers,5.4,60,2
2946,11000000,Romance,33.282794,Paramount Pictures,1993-12-17,30000000,118.0,What's Eating Gilbert Grape,7.5,919,2
2947,10000000,Drama,3.2081720000000002,Gospel of John Ltd.,2003-09-11,4069090,125.0,The Visual Bible: The Gospel of John,8.2,12,2
2948,11000000,Crime,4.131918,Ingenious Film Partners,2004-10-22,0,125.0,Vera Drake,6.8,80,2
2949,0,Comedy,4.093287999999999,Universal Pictures,2002-08-21,0,91.0,The Guru,5.1,75,2
2950,11000000,Comedy,1.187671,"Samuel Goldwyn Company, The",1995-05-12,2832826,113.0,The Perez Family,6.6,9,3
2951,11000000,Drama,36.319205,StudioCanal,2013-10-06,32935319,105.0,Inside Llewyn Davis,7.2,834,2
2952,0,Drama,4.146751999999999,FilmEngine,2001-08-31,16017403,95.0,O,5.8,75,3
2953,11000000,Drama,9.705589,Columbia Pictures Corporation,1991-08-02,2807854,98.0,Return to the Blue Lagoon,5.1,153,3
2954,11000000,Drama,1.3969850000000001,Paramount Pictures,1970-01-27,2200000,124.0,The Molly Maguires,5.9,16,2
2955,0,Comedy,4.056774,United Artists,2005-09-13,2945242,105.0,Romance & Cigarettes,6.0,33,3
